Series,Status,Apps.,Part Number,Previous Part Number,Capacitance,Size(LxW),T(max),Rated Volt.[Vdc],Temperature Characteristic,Cap. Tole.,tanδ(max) [%],Q(min),Temp.[℃],Case Size(EIA/JIS),Dimension L,Dimension W,Dimension T,Standard Quantity,RoHS,Q200
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168SB5105MTNA01,UMK107BJ105MA-T,1 uF,1.6x0.8,0.9,50,X5R,± 20 %,10,,-55 to +85,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168AB5474KTNA01,UMK107ABJ474KA-T,0.47 uF,1.6x0.8,0.95,50,X5R,± 10 %,10,,-55 to +85,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168AB5474MTNA01,UMK107ABJ474MA-T,0.47 uF,1.6x0.8,0.95,50,X5R,± 20 %,10,,-55 to +85,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168AB7105KTNA01,UMK107AB7105KA-T,1 uF,1.6x0.8,0.95,50,X7R,± 10 %,10,,-55 to +125,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168AB7105MTNA01,UMK107AB7105MA-T,1 uF,1.6x0.8,0.95,50,X7R,± 20 %,10,,-55 to +125,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168SB7474KTNB25,UMK107B7474KA-TR,0.47 uF,1.6x0.8,0.9,50,X7R,± 10 %,10,,-55 to +125,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168SB7474MTNB25,UMK107B7474MA-TR,0.47 uF,1.6x0.8,0.9,50,X7R,± 20 %,10,,-55 to +125,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168SB7224KTNB25,UMK107B7224KA-TR,0.22 uF,1.6x0.8,0.9,50,X7R,± 10 %,10,,-55 to +125,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU168SB7224MTNB25,UMK107B7224MA-TR,0.22 uF,1.6x0.8,0.9,50,X7R,± 20 %,10,,-55 to +125,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GBB5475KTNA01,UMK212BBJ475KG-T,4.7 uF,2.0x1.25,1.45,50,X5R,± 10 %,10,,-55 to +85,0805/2012,2.0 +0.20/-0.00,1.25 +0.20/-0.00,1.25 +0.20/-0.00,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GBB5475MTNA01,UMK212BBJ475MG-T,4.7 uF,2.0x1.25,1.45,50,X5R,± 20 %,10,,-55 to +85,0805/2012,2.0 +0.20/-0.00,1.25 +0.20/-0.00,1.25 +0.20/-0.00,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219LB5225KTNA01,UMK212BBJ225KD-T,2.2 uF,2.0x1.25,0.95,50,X5R,± 10 %,10,,-55 to +85,0805/2012,2.0 +0.20/-0.00,1.25 +0.20/-0.00,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219LB5225MTNA01,UMK212BBJ225MD-T,2.2 uF,2.0x1.25,0.95,50,X5R,± 20 %,10,,-55 to +85,0805/2012,2.0 +0.20/-0.00,1.25 +0.20/-0.00,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB5105KTNA01,UMK212ABJ105KD-T,1 uF,2.0x1.25,0.95,50,X5R,± 10 %,10,,-55 to +85,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB5105MTNA01,UMK212ABJ105MD-T,1 uF,2.0x1.25,0.95,50,X5R,± 20 %,10,,-55 to +85,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GBB7225KTNA01,UMK212BB7225KG-T,2.2 uF,2.0x1.25,1.45,50,X7R,± 10 %,10,,-55 to +125,0805/2012,2.0 +0.20/-0.00,1.25 +0.20/-0.00,1.25 +0.20/-0.00,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GBB7225MTNA01,UMK212BB7225MG-T,2.2 uF,2.0x1.25,1.45,50,X7R,± 20 %,10,,-55 to +125,0805/2012,2.0 +0.20/-0.00,1.25 +0.20/-0.00,1.25 +0.20/-0.00,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GSB7105KTNA01,UMK212B7105KG-T,1 uF,2.0x1.25,1.35,50,X7R,± 10 %,10,,-55 to +125,0805/2012,2.0 ±0.10,1.25 ±0.10,1.25 ±0.10,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GSB7105MTNA01,UMK212B7105MG-T,1 uF,2.0x1.25,1.35,50,X7R,± 20 %,10,,-55 to +125,0805/2012,2.0 ±0.10,1.25 ±0.10,1.25 ±0.10,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GSB7474KTNA01,UMK212B7474KG-T,0.47 uF,2.0x1.25,1.35,50,X7R,± 10 %,3.5,,-55 to +125,0805/2012,2.0 ±0.10,1.25 ±0.10,1.25 ±0.10,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GSB7474MTNA01,UMK212B7474MG-T,0.47 uF,2.0x1.25,1.35,50,X7R,± 20 %,3.5,,-55 to +125,0805/2012,2.0 ±0.10,1.25 ±0.10,1.25 ±0.10,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GSB7224KTNA01,UMK212B7224KG-T,0.22 uF,2.0x1.25,1.35,50,X7R,± 10 %,3.5,,-55 to +125,0805/2012,2.0 ±0.10,1.25 ±0.10,1.25 ±0.10,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU21GSB7224MTNA01,UMK212B7224MG-T,0.22 uF,2.0x1.25,1.35,50,X7R,± 20 %,3.5,,-55 to +125,0805/2012,2.0 ±0.10,1.25 ±0.10,1.25 ±0.10,Taping Embossed 3000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7105KTNA01,UMK212AB7105KD-T,1 uF,2.0x1.25,0.95,50,X7R,± 10 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7105MTNA01,UMK212AB7105MD-T,1 uF,2.0x1.25,0.95,50,X7R,± 20 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7474KTNA01,UMK212AB7474KD-T,0.47 uF,2.0x1.25,0.95,50,X7R,± 10 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7474MTNA01,UMK212AB7474MD-T,0.47 uF,2.0x1.25,0.95,50,X7R,± 20 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7224KTNA01,UMK212AB7224KD-T,0.22 uF,2.0x1.25,0.95,50,X7R,± 10 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7224MTNA01,UMK212AB7224MD-T,0.22 uF,2.0x1.25,0.95,50,X7R,± 20 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7104KTNA01,UMK212AB7104KD-T,0.1 uF,2.0x1.25,0.95,50,X7R,± 10 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU219JB7104MTNA01,UMK212AB7104MD-T,0.1 uF,2.0x1.25,0.95,50,X7R,± 20 %,10,,-55 to +125,0805/2012,2.0 +0.15/-0.05,1.25 +0.15/-0.05,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LBB5106KTNA01,UMK316BBJ106KL-T,10 uF,3.2x1.6,1.9,50,X5R,± 10 %,10,,-55 to +85,1206/3216,3.2 ±0.30,1.6 ±0.30,1.6 ±0.30,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LBB5106MTNA01,UMK316BBJ106ML-T,10 uF,3.2x1.6,1.9,50,X5R,± 20 %,10,,-55 to +85,1206/3216,3.2 ±0.30,1.6 ±0.30,1.6 ±0.30,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LSB5475KTNA01,UMK316BJ475KL-T,4.7 uF,3.2x1.6,1.8,50,X5R,± 10 %,10,,-55 to +85,1206/3216,3.2 ±0.15,1.6 ±0.15,1.6 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LSB5475MTNA01,UMK316BJ475ML-T,4.7 uF,3.2x1.6,1.8,50,X5R,± 20 %,10,,-55 to +85,1206/3216,3.2 ±0.15,1.6 ±0.15,1.6 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319LB5475KTNA01,UMK316ABJ475KD-T,4.7 uF,3.2x1.6,0.95,50,X5R,± 10 %,10,,-55 to +85,1206/3216,3.2 ±0.20,1.6 ±0.20,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319LB5475MTNA01,UMK316ABJ475MD-T,4.7 uF,3.2x1.6,0.95,50,X5R,± 20 %,10,,-55 to +85,1206/3216,3.2 ±0.20,1.6 ±0.20,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319HB5225KTNA01,UMK316BJ225KD-T,2.2 uF,3.2x1.6,0.95,50,X5R/B,± 10 %,3.5,,-55 to +85,1206/3216,3.2 ±0.15,1.6 ±0.15,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319HB5225MTNA01,UMK316BJ225MD-T,2.2 uF,3.2x1.6,0.95,50,X5R/B,± 20 %,3.5,,-55 to +85,1206/3216,3.2 ±0.15,1.6 ±0.15,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319HB5105KTNA01,UMK316BJ105KD-T,1 uF,3.2x1.6,0.95,50,X5R/B,± 10 %,3.5,,-55 to +85,1206/3216,3.2 ±0.15,1.6 ±0.15,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319HB5105MTNA01,UMK316BJ105MD-T,1 uF,3.2x1.6,0.95,50,X5R/B,± 20 %,3.5,,-55 to +85,1206/3216,3.2 ±0.15,1.6 ±0.15,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LAB7475KTNA01,UMK316AB7475KL-T,4.7 uF,3.2x1.6,1.8,50,X7R,± 10 %,10,,-55 to +125,1206/3216,3.2 ±0.20,1.6 ±0.20,1.6 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LAB7475MTNA01,UMK316AB7475ML-T,4.7 uF,3.2x1.6,1.8,50,X7R,± 20 %,10,,-55 to +125,1206/3216,3.2 ±0.20,1.6 ±0.20,1.6 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LSB7225KTNA01,UMK316B7225KL-T,2.2 uF,3.2x1.6,1.8,50,X7R,± 10 %,10,,-55 to +125,1206/3216,3.2 ±0.15,1.6 ±0.15,1.6 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU31LSB7225MTNA01,UMK316B7225ML-T,2.2 uF,3.2x1.6,1.8,50,X7R,± 20 %,10,,-55 to +125,1206/3216,3.2 ±0.15,1.6 ±0.15,1.6 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319HB7225KTNA01,UMK316B7225KD-T,2.2 uF,3.2x1.6,0.95,50,X7R,± 10 %,10,,-55 to +125,1206/3216,3.2 ±0.15,1.6 ±0.15,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU319HB7225MTNA01,UMK316B7225MD-T,2.2 uF,3.2x1.6,0.95,50,X7R,± 20 %,10,,-55 to +125,1206/3216,3.2 ±0.15,1.6 ±0.15,0.85 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MSB5106KPNA01,UMK325BJ106KM-P,10 uF,3.2x2.5,2.7,50,X5R,± 10 %,5,,-55 to +85,1210/3225,3.2 ±0.30,2.5 ±0.20,2.5 ±0.20,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MSB5106MPNA01,UMK325BJ106MM-P,10 uF,3.2x2.5,2.7,50,X5R,± 20 %,5,,-55 to +85,1210/3225,3.2 ±0.30,2.5 ±0.20,2.5 ±0.20,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32NSB5475KTNA01,UMK325BJ475KN-T,4.7 uF,3.2x2.5,2.1,50,X5R,± 10 %,10,,-55 to +85,1210/3225,3.2 ±0.30,2.5 ±0.20,1.9 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32NSB5475MTNA01,UMK325BJ475MN-T,4.7 uF,3.2x2.5,2.1,50,X5R,± 20 %,10,,-55 to +85,1210/3225,3.2 ±0.30,2.5 ±0.20,1.9 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MAB7106KPNA01,UMK325AB7106KM-P,10 uF,3.2x2.5,2.8,50,X7R,± 10 %,10,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.30,2.5 ±0.30,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MAB7106MPNA01,UMK325AB7106MM-P,10 uF,3.2x2.5,2.8,50,X7R,± 20 %,10,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.30,2.5 ±0.30,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MSB7475KPNA01,UMK325B7475KM-P,4.7 uF,3.2x2.5,2.7,50,X7R,± 10 %,5,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.20,2.5 ±0.20,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MSB7475MPNA01,UMK325B7475MM-P,4.7 uF,3.2x2.5,2.7,50,X7R,± 20 %,5,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.20,2.5 ±0.20,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MSB7335KPNA01,UMK325B7335KM-P,3.3 uF,3.2x2.5,2.7,50,X7R,± 10 %,3.5,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.20,2.5 ±0.20,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32MSB7335MPNA01,UMK325B7335MM-P,3.3 uF,3.2x2.5,2.7,50,X7R,± 20 %,3.5,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.20,2.5 ±0.20,Taping Embossed 1000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32NSB7475KTNB25,UMK325B7475KN-TR,4.7 uF,3.2x2.5,2.1,50,X7R,± 10 %,10,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.20,1.9 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU32NSB7475MTNB25,UMK325B7475MN-TR,4.7 uF,3.2x2.5,2.1,50,X7R,± 20 %,10,,-55 to +125,1210/3225,3.2 ±0.30,2.5 ±0.20,1.9 ±0.20,Taping Embossed 2000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG200JFNA01,UMK063CG200JT-F,20 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,800,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG220JFNA01,UMK063CG220JT-F,22 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,840,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG240JFNA01,UMK063CG240JT-F,24 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,880,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG270JFNA01,UMK063CG270JT-F,27 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,940,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG300JFNA01,UMK063CG300JT-F,30 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG330JFNA01,UMK063CG330JT-F,33 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG360JFNA01,UMK063CG360JT-F,36 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG390JFNA01,UMK063CG390JT-F,39 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG430JFNA01,UMK063CG430JT-F,43 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG470JFNA01,UMK063CG470JT-F,47 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for General Electronic Equipment,Mass Production (Preferred),(S)General Equipment,MSASU063SCG510JFNA01,UMK063CG510JT-F,51 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
